Smiles,InchiKeys,experimental_value
O=C1NCC(c2ccccc2)C12CCN(C1CCCCC1(O)c1ccc(F)cc1)CC2,BRKOVFUTTJGJEO-UHFFFAOYSA-N,0
NCC1CCC2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3,WAFZISBSKUIZLT-UHFFFAOYSA-N,0
Cc1oc(-c2cccc(Cl)c2)nc1CCOc1cccc(CC2C(=O)N(c3ccc(C(C)(C)C)cc3)C2C(=O)O)c1,RFKDHOWUSOAINF-UHFFFAOYSA-N,0
CC(OC1CCc2nccn2CC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,HNQIZPRWNRLKAA-UHFFFAOYSA-N,0
N#CC1CCCN1C(=O)C1CN(Cc2ccc(-n3cncn3)cc2)CC1N,VJDCPXRVPLDANO-UHFFFAOYSA-N,0
Cc1cc(C)n(-c2cc(NC(=O)CN3CCC(CN(C)C)C3)nc(-c3ccc(C)o3)n2)n1,UAAYMUFGVDVSAW-UHFFFAOYSA-N,0
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,XMAYWYJOQHXEEK-UHFFFAOYSA-N,0
NC(C(=O)N1CCSC1)C1CCC(NC(=O)Nc2ccc(I)cc2)CC1,VVVGZTGKMJOGEW-UHFFFAOYSA-N,0
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,XMAYWYJOQHXEEK-UHFFFAOYSA-N,0
CS(=O)(=O)Nc1ccc(OCC(O)CNCCc2ccc(Cl)c(F)c2)cc1,HTPCWPVYNDSILH-UHFFFAOYSA-N,0
CC1(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCN(C2(c3ccccc3)CCC(N3CCN(c4ccccc4)C(=O)C3)CC2)C1=O,PFUQNLIPHWCBSH-UHFFFAOYSA-N,0
CCC(O)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,PZFVISYBXMCPDS-UHFFFAOYSA-N,0
COc1cc(N)c(Cl)cc1C(=O)NC1CCN2CCCC1C2,GZSKEXSLDPEFPT-UHFFFAOYSA-N,0
Cc1cnc(-c2nnc(SCCN3CCc4ccc(-c5cc(C)nn5C)cc4CC3)n2C)cn1,FJVFFJPYYUVVJU-UHFFFAOYSA-N,0
N#Cc1ccc2c(c1)CCN(CCC1CCC(NC(=O)c3ccnc4ccccc34)CC1)C2,OLWRVVHPJFLNPW-UHFFFAOYSA-N,0
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,0
O=C1NCCN1CC[N+]1CC=C(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,GXXOEDOPXGPUFF-UHFFFAOYSA-N,0
Cc1ncccc1C(=O)N1CCC(NCc2cncn2Cc2ccc(C#N)cc2)C1=O,DEGBCQBDRINUIO-UHFFFAOYSA-N,0
CN(C)Cc1ccc2c(c1)CCC(N(C)C(=O)c1ccc(-c3ccc(F)cc3)nc1)C2,ONJIDPSNVZIKJS-UHFFFAOYSA-N,0
CC(C(O)c1ccc2c(c1)CCC(=O)N2)N1CCC(O)(c2cccc(F)c2)CC1,RRFPMVCMACNLJQ-UHFFFAOYSA-N,0
CC(=O)C1=NN2c3cc(F)ccc3OCC2C1(CCCN1CCN(C(C)=O)CC1)c1ccccc1,BWKAHABETZLDBG-UHFFFAOYSA-N,0
CC(C(O)c1ccc2c(c1)CCC(O)N2)N1CCC(O)(c2ccccc2)CC1,LJMDQOSAVJNIPL-UHFFFAOYSA-N,0
CC(c1ccc(C#N)cc1)N1CC(N)C(C(=O)C2CCCC2C#N)C1,JCGAMUKFIGRQFG-UHFFFAOYSA-N,0
CC1(c2ccccc2)CCN(CC2CCc3cccnc3C(O)C2)CC1,YKLQISOTHKATHJ-UHFFFAOYSA-N,0
CCn1nc(Cc2ccccc2)cc1C1CCN(CC2CN(C(C(=O)O)C(C)C)CC2c2cccc(F)c2)CC1,QTGSINBFNYAXSI-UHFFFAOYSA-N,0
CCC(C)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(C#N)cc4)nn3CC)CC2)C(c2cccc(F)c2)C1,QXILTVSZVUBYFU-UHFFFAOYSA-N,0
O=C(O)C(CC1CCC1)N1CC(CN2CCC(c3cnc4ccc(C(F)(F)F)cn34)CC2)C(c2cccc(F)c2)C1,IXLAACMWTDRWNI-UHFFFAOYSA-N,0
CN(C)C(=N)c1ccc(CN2C(=O)CN(S(=O)(=O)c3cc4cc(Cl)ccc4[nH]3)CC2CC(=O)O)cc1,GQXWEIHRIBAWAF-UHFFFAOYSA-N,0
CC(=O)N1CCC(N(C)C(=O)N2CC(c3cc(F)ccc3F)=CC2c2ccccc2)CC1,OYCCHVFLJCOTKI-UHFFFAOYSA-N,0
CN(C)C(=O)C(=O)N(C)C1CCCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O,WBQCKUNNRLRPOG-UHFFFAOYSA-N,0
Oc1ccc(OCCN2CCC(O)(Cc3ccccc3)C(O)C2)cc1,QDLSQZUNQXEAFR-UHFFFAOYSA-N,0
Oc1ccc(OCCN2CCC(O)(Cc3ccccc3)C(O)C2)cc1,QDLSQZUNQXEAFR-UHFFFAOYSA-N,0
O=C(O)C(CC1CCC1)N1CC(CN2CCC(c3cnc4ccc(C(F)(F)F)cn34)CC2)C(c2cccc(F)c2)C1,IXLAACMWTDRWNI-UHFFFAOYSA-N,0
COc1ccccc1OCCNCC(O)COC1=CC=CC2=Nc3ccccc3C12,XHNXDERATDTZIU-UHFFFAOYSA-N,0
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,OGHNVEJMJSYVRP-UHFFFAOYSA-N,0
CN(C(=O)N1CC(c2cc(F)ccc2F)=CC1(CO)c1ccccc1)C1CCN(CCF)CC1,JMEZNPNWVKWWOI-UHFFFAOYSA-N,0
CN(C)C(=O)C(c1ccc(-c2cccc(-n3cnnn3)c2)cc1)C(N)C(=O)N1CCC(F)C1,AFPXRCJVDFTWMT-UHFFFAOYSA-N,0
CC(C)C(Oc1ccc(CNC(=O)C2CCCN2C(=O)CC(N)Cc2c(F)c(F)c(F)c(F)c2F)cc1)C(=O)O,MAKUSAJTXWUWHK-UHFFFAOYSA-N,0
CN(C)C(=O)C(c1ccc(-c2ccc3ncnn3c2)cc1)C(N)C(=O)N1CCC(F)(F)C1,HOLMVLAGEPDFQK-UHFFFAOYSA-N,0
CC(N)C1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCC4C)C1,TUXQZPCSIXZJCG-UHFFFAOYSA-N,0
CS(=O)(=O)c1ccc(-c2noc(C(CC3CC3)C(N)C(=O)N3CCC(F)C3)n2)cc1,WTLFRZGLMDADRS-UHFFFAOYSA-N,0
O=C(Cn1cc(Nc2ncnc3cc(OCCCN4CCCC4CO)ccc23)cn1)Nc1cccc(F)c1F,BQSSHYNPAGSOBT-UHFFFAOYSA-N,0
O=C(Cn1cc(Nc2ncnc3cc(OCCCN4CCCC4COP(=O)(O)O)ccc23)cn1)Nc1cccc(F)c1F,CTQMRUXMUVMMNE-UHFFFAOYSA-N,0
CN(C)C(=O)Nc1ccc(S(=O)(=O)NC2CCC(C(N)C(=O)N3CCCC3)CC2)cc1,PEBCJHONXDFPDD-UHFFFAOYSA-N,0
NC(C(=O)N1CCCC1)C1CCC(NS(=O)(=O)c2ccc(NS(=O)(=O)CC(F)(F)F)cc2)CC1,ADSYCQHXJJBMGD-UHFFFAOYSA-N,0
CC(c1ccc(-c2cccc(C(=O)O)c2)cc1)C(N)C(=O)N1CCC(F)C1,QOHCKNSBKXAMAV-UHFFFAOYSA-N,0
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,BQJCRHHNABKAKU-UHFFFAOYSA-N,0
CNC(=NC#N)NCCSCc1nc[nH]c1C,AQIXAKUUQRKLND-UHFFFAOYSA-N,0
CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c([S+2](N)(O)O)c1,JINLPDCSJHGHJE-UHFFFAOYSA-N,0
CC1=C2C3OC(=O)C(C)C3C(O)CC2(C)C=CC1=O,LUHMMHZLDLBAKX-UHFFFAOYSA-N,0
N#Cc1ccc(Cn2cncc2CNC2CCN(C(=O)c3cccnc3S)C2=O)cc1,JWLQSWJBHJDZPV-UHFFFAOYSA-N,0
CCn1nc(Cc2ccc(OC)c(OC)c2)cc1C1CCN(CC2CN(C(C(=O)O)C(C)(C)C)CC2c2cccc(F)c2)CC1,RCAXDUZVJIMXJF-UHFFFAOYSA-N,0
COc1cccc(C2(O)CCN(C(C)C(O)c3ccc4c(c3)CCC(=O)N4)CC2)c1,XOZYJPDXACCQDE-UHFFFAOYSA-N,0
O=C(C(O)C1CC1)N1CC(c2cc(F)ccc2F)=CC1c1ccccc1,FHIRATRLDJRXHH-UHFFFAOYSA-N,0
Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,QAGYKUNXZHXKMR-UHFFFAOYSA-N,0
OC1CC(CN2CCC(c3ccc(F)cc3Cl)C(O)C2)CCc2cccnc21,ADMTUTZDAMUJSX-UHFFFAOYSA-N,0
Cc1cc(F)ccc1C1CCN(CC2CCc3cccnc3C(O)C2)CC1O,RWXTYWYNQMAVCA-UHFFFAOYSA-N,0
CC1CCCN1CCCOc1ccc(N2CCN(C(=O)c3cc(F)cc(F)c3)CC2=O)cc1,AGSWPZXGFSITHZ-UHFFFAOYSA-N,0
Cc1[nH]nc2c1c(=O)n(CC(F)CN)c1cc3c(cc21)CCCC3,GHIZHNQXMPLRIP-UHFFFAOYSA-N,0
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4ccccc4)c3)cc12,BPNUQXPIQBZCMR-UHFFFAOYSA-N,0
COCCc1ccc(-n2cc(C3CC[N+](CCN4CCNC4=O)CC3)c3cc(Cl)ccc32)cc1,MUYIFNFODMQVMV-UHFFFAOYSA-N,0
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,WEXRUCMBJFQVBZ-UHFFFAOYSA-N,0
C[N+]1CC[N+](C2c3ccccc3Nc3ccc(Cl)cc3N2O)CC1,NQZYDIWYPVKGER-UHFFFAOYSA-N,0
COc1ccc2c(=O)n(CC(O)CO)c(C#N)c(-c3ccccc3)c2c1,IHNXTAHQOZPVBI-UHFFFAOYSA-N,0
CCSc1ncccc1C(=O)N1CCC(NCc2cncn2Cc2ccc(C#N)cc2)C1=O,BMZVUMSBUURNOU-UHFFFAOYSA-N,0
CCn1nc(Cc2ccccc2)cc1C1CCN(CC2CN(C(C(=O)O)C(C)(C)C)CC2c2cccc(F)c2)CC1,IIVZUBFHVGRROU-UHFFFAOYSA-N,0
CC(=O)N1CCN(Cc2ccc3c(c2)CCC(N(C)C(=O)c2ccc(-c4ccc(F)cc4)cn2)C3)CC1,RCBBASWGELNHIE-UHFFFAOYSA-N,0
CN(C)C(=O)N1CC(c2cc(F)ccc2F)=CC1(CCC(N)C(F)F)c1ccccc1,RZPQYTXPEIHPIJ-UHFFFAOYSA-N,0
CN(C(=O)N1CC(c2cc(F)ccc2F)=CC1(CO)c1ccccc1)C1CCN(C2CC2)CC1,YTZHTNOYQFRADU-UHFFFAOYSA-N,0
CC1COc2c(N3CC[N+](C)CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23,KXKRZHKEPHLIGJ-UHFFFAOYSA-M,0
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(NC)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,TXOOBKBDBNRQCF-UHFFFAOYSA-N,0
CN(CCO)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1,CHZRIUCQCGDOGQ-UHFFFAOYSA-N,0
CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,QWAXKHKRTORLEM-UHFFFAOYSA-N,0
COc1c(N2CCC(C(C)NCCC#N)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,QIOWXXXKNBGPEJ-UHFFFAOYSA-N,0
COc1c(N2CCC(C(N)CC#N)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,IVJZHSAWAMPKFD-UHFFFAOYSA-N,0
CNC(CC#N)C1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1,DCRAPCRZDJGSOF-UHFFFAOYSA-N,0
CNC(C)C1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1,SUQUWONDIBHQOZ-UHFFFAOYSA-N,0
CC(NCCC#N)C1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCC4C)C1,DHFPPSZIVXLVAG-UHFFFAOYSA-N,0
CNC(CC#N)C1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCC4C)C1,ZMJBHOMMFXCGJB-UHFFFAOYSA-N,0
CC1COc2c(N3CCC(C(N)CC#N)C3)c(F)cc3c(=O)c(C(=O)O)cn1c23,BDAYFZXWTZOMHU-UHFFFAOYSA-N,0
COc1c(N2CCC(C)(C(N)CC#N)C2)ccc2c(=O)c(C(=O)O)cn(C3CC3)c12,TTYFNJRNLUXRAC-UHFFFAOYSA-N,0
CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,LZFZMUMEGBBDTC-UHFFFAOYSA-N,0
CCOc1ccc(Cc2cc(C3CCN(CC4CN(C(C(=O)O)C(C)CC)CC4c4cccc(F)c4)CC3)n(CC)n2)cc1,VWVXJUWUORALDD-UHFFFAOYSA-N,0
COc1ccc2c(=O)n(CC(O)CO)c(C#N)c(-c3cccc(C(F)(F)F)c3)c2c1,BWXGEBUBIIIAGP-UHFFFAOYSA-N,0
CC(C(O)c1ccc2c(c1)CCC(=O)N2)N1CCC(O)(c2ccc3c(c2)COCC3)CC1,XYESQXUVTLGLPS-UHFFFAOYSA-N,0
NC(C(=O)N1CCC(F)(F)C1)C1CCC(NC(=O)c2ccc(F)c(F)c2)CC1,SCVRXRIXRGTJCH-UHFFFAOYSA-N,0
Cc1nnc(-c2ccc(CN3CC(N)C(C(=O)N4CCCC4C#N)C3)cc2)o1,VFSLWMDPHBMMRV-UHFFFAOYSA-N,0
N=C1[N]CC2c3ccccc3Cc3ccccc3N12,CDARLPUCXXLHNH-UHFFFAOYSA-N,0
COC(=O)C1=CCC2CCC1N2C,MPSNEAHFGOEKBI-UHFFFAOYSA-N,0
CC(=O)C1=NN2c3cc(F)ccc3OCC2C1(CCCN1CCNC(=O)CC1)c1ccccc1,SWZQJGBKFZAFAX-UHFFFAOYSA-N,0
NC(C(=O)N1CCCC1)C1CCC(NC(=O)c2cccc3ccccc23)CC1,OGWARBNUWZYESR-UHFFFAOYSA-N,0
COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,0
COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,HSUGRBWQSSZJOP-UHFFFAOYSA-N,0
Cc1ccccc1C1CCN(CC2CCc3cccnc3C(O)C2)CC1CO,NJSVKCVXSOFHRQ-UHFFFAOYSA-N,0
CN(C(=O)N1CC(c2cc(F)ccc2F)=CC1(CO)c1ccccc1)C1CCNCC1,VZBXWCRSKIZNLD-UHFFFAOYSA-N,0
O=C(C(O)C1CC1)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1,OLHRLKFUMOQGCV-UHFFFAOYSA-N,0
COCC(O)COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C,HXSAWRBPCYILHG-UHFFFAOYSA-N,0
CC(=O)C1=NN2c3cc(F)ccc3OCC2C1(CCCO)c1ccccc1,DVLXDPTZHLUZHB-UHFFFAOYSA-N,0
CC1CC(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,NFSUAYDKDYDXQY-UHFFFAOYSA-N,0
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2C(=O)N(c3ccc(C(C)(C)C)cc3)C2C(=O)O)cc1,HWOKKMFQJSXDKU-UHFFFAOYSA-N,0
CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,DZZWHBIBMUVIIW-UHFFFAOYSA-N,0
CN(C)C(=O)N1N=C(c2cc(F)ccc2F)CC1(CCCN)c1ccccc1,OHLDJJXRTLZQSU-UHFFFAOYSA-N,0
CN1CCC(N(C)C(=O)N2CC(c3cc(F)ccc3F)=CC2(CO)c2ccccc2)C(F)C1,MYBGWENAVMIGMM-UHFFFAOYSA-N,0
NC(C(=O)N1CCC(F)C1)C1CCC(NC(=O)c2ccc(F)c(F)c2)CC1,UUCMWQOGZNNWGQ-UHFFFAOYSA-N,0
Cc1cc(CN2CC(N)C(C(=O)C3CCCC3C#N)C2)ccc1C#N,FWKUWRLCCHFYDK-UHFFFAOYSA-N,0
CC(C)(O)C1(C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCC(N2CCC(c3cccc(C(=O)O)c3)CC2)C1,XJRKSIGWBHUEDQ-UHFFFAOYSA-N,0
CCOC(=O)C1=C(COCC[NH])NC(C)=C(C(=O)OC)C1c1ccccc1Cl,OSEUZQHNGOJCFY-UHFFFAOYSA-N,0
CC(=O)C1=NN2c3cc(Cl)ccc3OCC2C1(CCCN(C)C)c1ccccc1,MRVUIEVIMFOBHX-UHFFFAOYSA-N,0
CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c(N2CCCCC2C(=O)O)c1,WQIJMZYASPFYIG-UHFFFAOYSA-N,0
Cn1c(=O)cc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(OC(F)F)ccc21,LZVOCVBJCLTFOL-UHFFFAOYSA-N,0
Cn1c(=O)c(C#N)c(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc21,DKMBEYUSXSCEOR-UHFFFAOYSA-N,0
Cn1c(=O)c(C#N)c(NC2CCN(Cc3ccc4ccccc4c3)CC2)c2cc(Cl)ccc21,DRUMVTPJIGDIHS-UHFFFAOYSA-N,0
Cn1c(=O)c(C(=O)N2CCCC2)c(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc21,SRSOWXVISAPYSC-UHFFFAOYSA-N,0
Cc1ccccc1N1CCN(CC2CCc3cccnc3C(O)C2)CC1,QVMYFGSETVJBSQ-UHFFFAOYSA-N,0
FC1CCNCC1c1c(-c2ccccc2)[nH]c2c(Cl)cccc12,BTWSXWRYWXPDBK-UHFFFAOYSA-N,0
CCn1nc(Cc2ccc(C(C)(C)C)cc2)cc1C1CCN(CC2CN(C(C(=O)O)C(C)(C)C)CC2c2cccc(F)c2)CC1,JQPRDWQRAAFLTI-UHFFFAOYSA-N,0
FC1CCNCC1c1c(-c2ccccc2)[nH]c2c(Cl)cccc12,BTWSXWRYWXPDBK-UHFFFAOYSA-N,0
COc1cccc(-c2nc(CCOc3cccc(CC4C(=O)N(c5ccc(C(C)(C)C)cc5)C4C(=O)O)c3)c(C)o2)c1,LPCDOMMRICKOBC-UHFFFAOYSA-N,0
CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,XBMIVRRWGCYBTQ-UHFFFAOYSA-N,0
CC(C)(CN)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1ccccc1,ZPUWHZPEHISDSA-UHFFFAOYSA-N,0
CCC(O)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,PZFVISYBXMCPDS-UHFFFAOYSA-N,0
Cc1cc(C)n(-c2cc(NC(=O)CCN3CCC(N(C)C)C3)nc(-c3ccc(C)o3)n2)n1,FVYCZVOQAJZLBF-UHFFFAOYSA-N,0
CCn1nc(Cc2ccc(-c3ccccc3)cc2)cc1C1CCN(CC2CN(C(C(=O)O)C(C)(C)C)CC2c2cccc(F)c2)CC1,IZOGIEBLWOHFCN-UHFFFAOYSA-N,0
CC(C(O)c1ccc2c(c1)COC(=O)N2)N1CCC(O)(c2ccc(F)cc2)CC1,VZCRXAJULSYPCD-UHFFFAOYSA-N,0
CC(C)C(N)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1ccccc1,GNFWJCGIZJCASB-UHFFFAOYSA-N,0
CC(=O)C1=NN2c3cc(C)ccc3OCC2C1(CCCN(C)C)c1ccccc1,HSZKJVJUUUIVFL-UHFFFAOYSA-N,0
CC1CC(OC(C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(c2ccc(F)cc2)CNC1=O,BWYOFBHDLKEMKX-UHFFFAOYSA-N,0
Cc1ccc(CCNCC(O)COc2ccc(NS(C)(=O)=O)cc2)cc1C,YSMYHFYQNPTSTR-UHFFFAOYSA-N,0
Fc1ccc2c(C3CNCCC3F)c(C3=CNC=CC3)[nH]c2c1,UTMPBYAPGSEZCC-UHFFFAOYSA-N,0
CN(C(=O)c1ccc(-c2ccc(F)cc2)cc1)C1CCc2cc(CN3CCS(=O)(=O)CC3)ccc2C1,VRLORRTWDYVKNM-UHFFFAOYSA-N,0
Cc1c(Cl)ccc2c1N1C(C)CNCC1C2,SZWVUASESVZMCY-UHFFFAOYSA-N,0
Fc1ccc2c(C3CNCCC3F)c(-c3cccnc3)[nH]c2c1,CHURMCWBVMVAMK-UHFFFAOYSA-N,0
O=c1[nH]ccc2nc(-c3ccc(CN4CCC(c5nnc(-c6ccccn6)[nH]5)CC4)cc3)c(-c3ccccc3)cc12,BTUWHHFNOHVCMQ-UHFFFAOYSA-N,0
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,WHTVZRBIWZFKQO-UHFFFAOYSA-N,0
Cc1ccc2nc3c(n2c1)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,NSOOFJHAXVGHFH-UHFFFAOYSA-N,0
CC(C)OC(=O)c1ccc(NC(=O)NC(Cc2ccc(O)cc2)C(=O)NC2CCC[N+](C)(Cc3cccc(O)c3)C2)cc1,SIEQNGMENABBKP-UHFFFAOYSA-O,0
CN1Cc2cncn2Cc2ccc(C#N)c(c2)Oc2ccc3c(c2)C(CC3)N2CCC1C2=O,KPRXKFKHZVTBIT-UHFFFAOYSA-N,0
CN(C)Cc1ccc2c(c1)CCC(N(C)C(=O)c1ccc(-c3ccc(Cl)cc3)cn1)C2,JGTFYTXGSPCVDN-UHFFFAOYSA-N,0
O=C(O)C(CC1CCC1)N1CC(CN2CCC(c3cnc4ccccn34)CC2)C(c2cccc(F)c2)C1,PEOZESLDPFYTRU-UHFFFAOYSA-N,0
NC(=O)CNCC1CCC2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3,RTISLUNVDWEWQD-UHFFFAOYSA-N,0
O=C(O)C(CC1CCC1)N1CC(CN2CCC(c3cnc4ccccn34)CC2)C(c2cccc(F)c2)C1,PEOZESLDPFYTRU-UHFFFAOYSA-N,0
O=C1CCCN1C1CCN(CCOc2ccc(Oc3nc4ccccc4s3)cc2)CC1,OAUXHFPOFOZZLZ-UHFFFAOYSA-N,0
CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,XLMALTXPSGQGBX-UHFFFAOYSA-N,0
CC(OC1CCC2NC1(c1ccccc1)CC2c1nnnn1C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,BWAMRYBZFXESAA-UHFFFAOYSA-N,0
[O-][S+](c1ccccc1)c1ccc(C=Cc2ccc(F)cc2F)nc1,DLASHKPJUVPKQY-UHFFFAOYSA-N,0
NC(C(=O)N1CCSC1)C1CCC(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,IEFYZYNWWLPCJV-UHFFFAOYSA-N,0
[O-][S+](c1ccc(C=Cc2ccc(F)cc2)nc1)c1ccccc1F,YRQCJPSWALKIBN-UHFFFAOYSA-N,0
CN(C)Cc1ccc2c(c1)CCC(N(C)C(=O)c1ccc(-c3ccccc3)cn1)C2,NKDFBHULJVFUTN-UHFFFAOYSA-N,0
CC(=O)N1CCN(Cc2ccc3c(c2)CCC(N(C)C(=O)c2ccc(-c4ccccn4)cc2)C3)CC1,NNPLHKJFMDINKF-UHFFFAOYSA-N,0
CN(C)S(=O)(=O)N(C)C1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O,MCDBKPBDTVBVTL-UHFFFAOYSA-N,0
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,WIIZWVCIJKGZOK-UHFFFAOYSA-N,0
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,SOYKEARSMXGVTM-UHFFFAOYSA-N,0
COc1ncccc1C(=O)N1CCC(NCc2cncn2Cc2ccc(C#N)cc2)C1=O,WSZPVEPHZIBFKY-UHFFFAOYSA-N,0
Cc1ccc2c(n1)N1C(C)CNCC1C2,YCGIBRPJFAKJEZ-UHFFFAOYSA-N,0
CCC(C)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(OC)c(OC)c4)nn3CC)CC2)C(c2cccc(F)c2)C1,RJVRDLDDCGQDGE-UHFFFAOYSA-N,0
NC(C(=O)N1CCSC1)C1CCC(NC(=O)c2cccc3ccccc23)CC1,ZPXUSKUJOYAZDE-UHFFFAOYSA-N,0
CC(C)(O)C1C=CC(C(c2cc[n+]([O-])cc2)c2ccc(OC(F)F)c(OC(F)F)c2)=CN1,ISMDFYMIOSVVKL-UHFFFAOYSA-N,0
CCC(O)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,PZFVISYBXMCPDS-UHFFFAOYSA-N,0
CC(Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12)C(=O)N1CCOCC1,RZPOCZHUFDCVQZ-UHFFFAOYSA-N,0
O=C1NCC(c2ccc(F)cc2)C12CCN(C1COCCC1(O)c1ccccc1)CC2,ALKOZRMIHXYOHB-UHFFFAOYSA-N,0
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCCCC(=O)OC2CN3CCC2CC3)CC1OC,VGDDOIZXGFJDRC-UHFFFAOYSA-N,0
C[N+]1CCCC1c1cccnc1,WDLCRPUFOKJNEU-UHFFFAOYSA-N,0
CN1CCCC1c1cccnc1,SNICXCGAKADSCV-UHFFFAOYSA-N,0
CC(C)(C)C(NC(=O)OCCO)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1ccccc1,RWUSOKGVCNRFRC-UHFFFAOYSA-N,0
CC(Oc1cccc2ncnc(Nc3ccc4c(cnn4-c4ccccn4)c3)c12)C(=O)N(C)C,MEXOYMZYZADMKI-UHFFFAOYSA-N,0
CC(C)(O)C1C=CC(C(c2cc[n+]([O-])cc2)c2ccc(OC(F)F)c(OC(F)F)c2)=CN1,ISMDFYMIOSVVKL-UHFFFAOYSA-N,0
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(NC)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,CIJTVUQEURKBDL-UHFFFAOYSA-N,0
CC(c1ccc(-c2cccc(-c3noc(=O)[nH]3)c2)cc1)C(N)C(=O)N1CCC(F)C1,YKVGZZSPPYJECO-UHFFFAOYSA-N,0
